Name
Joseph Storrs
A Crowley
A Dale
A Ellis
A Janson
A P Balkwill
A Thistlethwaite
Abraham Crowley
Abraham Fisher
Abraham Sewell
Abram Rawlinson Barclay
Alexander Grace
Alfred Backhouse
Alfred Kitching
Alfred L Fox
Alfred Rosling
Alfred Smith
Alfred Waterhouse
Algernon Peckover
Andrew & Jun Johnston
Andrew Johnston
Ann Cropper
Ann Everett
Ann Gibson
Ann Snowden
Ann Tweedy
Ann Wallis
Anna Gurney
Antonio Brady
Arthur Albright
Arthur Pease
Barnard Dickinson
Bartholomew Smith
Benjamin Jowett (2)
Benjamin Seebohm
Benjamin Wheeler
Burwood Godlee
C Ashby
C Clothier
C Knight
C Southall
Caleb Fletcher
Caleb Williams
Caroline Armistead
Caroline Marriage
Catherine Backhouse
Charles B Warner
Charles Brewin
Charles Buxton
Charles Gillett
Charles Henry Fox
Charles Hicks
Charles Horsnaill
Charles Janson
Charles L Braithwaite
Charles L Harford
Charles Sessions
Charles Sturge
Charles Wilson
Christopher Bowley
Cornelius Hanbury
Cornelius x Jun Hanbury
Cyrus Clark
D Miller
D Tuke
Daniel Bell Hanbury
Daniel Doncaster
Daniel P Hack
Daniel Wheeler
David Dale
Deborah Beesley
Deborah Gibson
E F Sewell
E Gilkes
E L Birkbeck
E Neave
E O Tindale
E P Southall
E Sayce
E T Wakefield
Edmund Backhouse
Edmund Gurney
Edmund Lucas
Edmund Sturge
Edward A Crouch
Edward A Leatham
Edward Ash
Edward Backhouse
Edward Beck
Edward C May
Edward Carroll
Edward James
Edward Jun Backhouse
Edward Lucas
Edward Marsh
Edward North Buxton
Edward Paull
Edward Pease
Edward Priestman (2)
Edward Richardson
Edward Smith
Edward Taylor
Edward Thomas
Edwd Harris
Edwin Bracher
Eliza Barclay
Eliza Bell
Elizabeth Bowley
Elizabeth Charelton
Elizabeth Dyer
Elizabeth G Dimsdale
Elizabeth Hills
Elizabeth Howard
Elizabeth Howard (2)
Elizabeth S Dawes
Elizabeth Tuckett
Elliott Cresson
F  E Gibson
F J Thompson
F J Walker
F Seebohm
F Taylor
F Woodhead
Fielden Thorpe
Francis Brown
Francis E Fox
Francis Gibson
Francis May
Francis Tuckett
Francis Wright
Frederick Alexander
Frederick Crowley
Frederick Fryer
Frederick H Fox
Frederick J Bell
Frederick Lucas
Frederick Tuckett
Frederick Wheeler
G B Holmes
G E Richardson
G Grimshaw
G R Pumphrey
G S Brady
G W Alexander
Geo Holmes
George Cook
George Crosfield
George Fox
George Head
George L Neighbour
George N Tatham
George Palmer
George Smithson
George Stacey
George Stacey Gibson
George Sturge
George Thomas
George Treffry
George Wilson
Gopsill Brown
Gray Hester
Gurney Hoare
Gurney Pease
H Birkbeck
H Headley
H J Sturge
H Squire
H Taylor
H Wise
Haggar Lowe
Hannah Scarr
Harford Lury
Henry Alexander
Henry Brady
Henry Burlingham
Henry Christy
Henry Crowley
Henry E Gurney
Henry Fell Pease
Henry Fox
Henry Harris
Henry Hipsley
Henry Hunt
Henry Knight
Henry Richardson
Henry Russell
Henry Sterry
Isaac Brown
Isaac Hadwen
Isaac Pitt
Isaac Reckitt
Isaac Robson
Isaac Wilson
Isabella Lister
J A Sanders
J Binyon
J Blunsom
J Cudworth
J Doubleday
J E Baker
J E Lury
J F Burgess
J G Fox
J Gillett
J Gilpin
J Gurney Barclay
J H Cotterell
J H Knight
J H Tuke
J Holdsworth
J Hopkins
J Hurnard
J J Packer
J Jun Read
J L Stevens
J M Sparkes
J Pears
J Robinson
J Rooke
J S Robson
Jacob Post
James (1) Backhouse
James Baker
James Bell
James Bowden
James Bracher
James Cadbury
James Charleton
James Clark (2)
James Cropper
James E Veale
James Gingell
James Hills
James Jun Backhouse
James Ransome
James Sessions
James T J Doyle
James Wells
James Wilson
Jane Reynolds
Jeffrey Lucas
Jemima Swan
Jeremiah Cross
John Arch
John B Pease
John Barclay
John Barton Hack
John Baynes
John Beaumont
John Bell
John C Isaac
John Church Backhouse
John Cropper
John D Appleton
John D Bassett
John Dodshon
John E Wilson
John F Rutter
John Fell
John Ford
John Gayner
John Gillett
John Good
John Green
John Gurney
John Hamilton
John Harford
John Harlock
John Henry Gurney
John Hills
John Hodgkin
John Horniman
John Huntley
John James
John Jowett
John Jun Jowett
John Jun Williams
John King
John Kitching
John Lee
John M Albright
John M Candler
John Marsh
John Mayfield
John Morland
John Morrison
John Pease
John Priestman
John Pryor
John R Seekings
John Rickman
John Ross
John Rowntree
John S Rowntree
John Sanderson
John Stansfield
John Stevens
John T Shewell
John Thomas Barry
John Wadge
John Warner
John Whiting
John Wiblin
Jonathan Backhouse
Jonathan Barrett
Jonathan Burtt
Jonathan Gillett
Jonathan Hutchinson
Jonathan Rees
Jonathan Walker
Joseph Armistead
Joseph B Braithwaite
Joseph Cash
Joseph Clark
Joseph Cooper
Joseph Crosfield
Joseph Crosland
Joseph Eaton
Joseph F Spence
Joseph Farden
Joseph Gibbens
Joseph Hudson
Joseph Huntley
Joseph Lister
Joseph Neatby
Joseph Pease
Joseph Rosling
Joseph Rowntree
Joseph Sams
Joseph Sewell
Joseph Sharples
Joseph Shewell
Joseph Sterry
Joseph Sturge
Joseph Sturge (Mrs)
Joseph T Price
Joseph Talwin Foster
Joseph Whitwell Pease
Joseph Wilson
Josephina Rickman
Joshua Brown
Joshua Treffry
Joshua Wilson
Josiah Forster
Josiah Grace
Josiah Merrick
Josiah Newman
Josiah Thompson
L Braithwaite
L Squire
Louisa Wright
Lucy Bradshaw
Lucy Darby
Lucy Westcombe
Luke Howard
Lydia Brown
Lydia Harris
Lydia Prideaux
Lydia Sessions
M A Hewitson
Maria Hooper
Marriage Wallis
Martha A Binyon
Martha Cross
Martha Fletcher
Martha Hutchinson
Martha Lucas
Mary Ann Tatham
Mary Cudworth
Mary Exton
Mary Fell
Mary Horsnail
Mary Overend
Mary Sansom
Mary Steevens
Mary Waterhouse
Matilda Rickman
Micheal Scatterthwaite
Nathaniel Tregellis
Newman Cash
P Burtt
P Debell Tuckett
Paul Bevan
Peter Bedford
Philip Frith
Phillip Sewell
Priscilla Rickman
R Arthington
R Barclay Fox
R Barrett
R C Barrow
R D Alexander
R D Catchpool
R Doubleday
R Dymond
R Impey
R Jun Arthington
R M Rickman
R Marsh
R P Rickman
R Rickman
R Tweedy
R Waterhouse
Rachel Albright
Rachel Fowler
Rachel Hubbert
Rebecca Beaumont
Rebecca Hopkins
Rebecca Lucas
Rebecca Wilson
Reuben C Payne
Richard Barrett
Richard Barrington
Richard Christy
Richard Day
Richard Holdsworth
Richard Smith
Richard Sterry
Richard Veale
Robert Barclay
Robert Bevan
Robert Brewin
Robert Charleton
Robert Forster
Robert H Penney
Robert Harding
Robert Horne
Robert Howard
Robert Jowett (2)
Robert Jun Alsop
Robert Nicholas Fowler
Robert Ransome
Robert Sessions
Robert Simpson
Robert Tindall
Robert Were Fox
S  Stafford Allen
S Baker
S Barter
S Birchall
S Braithwaite
S H Fisher
S Horman-Fisher
S Lloyd
S Rickman
S S Bell
S Scatterthwaite
S W Wright
Samuel Allen
Samuel Beck
Samuel Bewley
Samuel Clark
Samuel Darton
Samuel Gurney
Samuel Hare
Samuel Jesper
Samuel King
Samuel Lucas
